,data,label,id
0,srrtsrr,1,0
1,tsrrtsr,1,0
2,rtsrrts,1,0
3,rrtsrrt,1,0
4,srrtsrr,1,0
5,tYYYsrr,1,0
6,tsrrtsr,1,0
7,rtsrrts,1,0
8,rrtsrrt,1,0
9,srrtsrr,1,0
10,tsrrtsr,1,0
11,rtsrrts,1,0
12,rrtsrrt,1,0
13,srrtsrr,1,0
14,rtsrrts,1,0
15,AEEEEEE,0,1
16,EEEEEEE,0,1
17,tDKCsuv,1,2
18,NNsrrtf,1,2
19,vsrrtfs,1,2
20,rrtNsrr,1,2
21,tfvsrrt,1,2
22,suvNNsr,1,2
23,rtfvsrr,1,2
24,tfsrrtN,1,2
25,srrtfvs,1,2
26,rrtEvN-,1,2
27,vN-DCsu,1,2
28,vNNsrrt,1,2
29,fvsrrtf,1,2
30,srrtNsr,1,2
31,rtNsrrt,1,2
32,AEEEEEE,0,3
33,rrtNsrr,1,4
34,tfvsrrt,1,4
35,WPsuvNN,1,4
36,srrtfvs,1,4
37,rrtfsrr,1,4
38,tNsrrtf,1,4
39,vsrrtCE,1,4
40,vN-vN-D,1,4
41,CsuvNNs,1,4
42,rrtfvsr,1,4
43,rtfsrrt,1,4
44,Nsrrtfv,1,4
45,srrtCEE,1,4
46,CEDWPvN,1,4
47,DWPvN-N,1,4
48,srrtfWP,1,5
49,BsrrtNs,1,5
50,rrtfvsr,1,5
51,rtWPsuM,1,5
52,BNDlmEv,1,5
53,NloW-kw,1,5
54,EENDlmE,1,5
55,vNloW-k,1,5
56,wEECsus,1,5
57,uvNNsrr,1,5
58,tfvsrrt,1,5
59,fsrrtNs,1,5
60,rrtfvsr,1,5
61,rtvNvvv,1,5
62,vNvvvOD,1,5
63,rrtsuvN,0,6
64,Nsrrtfv,0,6
65,srrtfsr,0,6
66,rtNsrrt,0,6
67,fvsrrts,0,6
68,uvNNsrr,0,6
69,tfvsrrt,0,6
70,fsrrtNs,0,6
71,rrtfvsr,0,6
72,rtsuvNN,0,6
73,srrtfvs,0,6
74,rrtfsrr,0,6
75,tNsrrtf,0,6
76,vsrrtsu,0,6
77,vNNsrrt,0,6
78,fvsrrtf,0,6
79,srrtNsr,0,6
80,rtfvsrr,0,6
81,tsuvNNs,0,6
82,rrtfvsr,0,6
83,rtfsrrt,0,6
84,Nsrrtfv,0,6
85,srrtsuv,0,6
86,NNsrrtf,0,6
87,vsrrtfs,0,6
88,rrtNsrr,0,6
89,tfvsrrt,0,6
90,suvNNsr,0,6
91,rtfvsrr,0,6
92,tfsrrtN,0,6
93,srrtfvs,0,6
94,rrtsuvN,0,6
95,Nsrrtfv,0,6
96,srrtfsr,0,6
97,rtNsrrt,0,6
98,fvsrrts,0,6
99,uvNNsrr,0,6
100,tfvsrrt,0,6
101,fsrrtNs,0,6
102,rrtfvsr,0,6
103,rtsuvNN,0,6
104,srrtfvs,0,6
105,rrtfsrr,0,6
106,tNsrrtf,0,6
107,vsrrtsu,0,6
108,vNNsrrt,0,6
109,fvsrrtf,0,6
110,srrtNsr,0,6
111,rtfvsrr,0,6
112,tsuvNNs,0,6
113,rrtfvsr,0,6
114,rtfsrrt,0,6
115,Nsrrtfv,0,6
116,srrtsuv,0,6
117,NNsrrtf,0,6
118,vsrrtfs,0,6
119,rrtNsrr,0,6
120,tfvsrrt,0,6
121,suvNNsr,0,6
122,rtfvsrr,0,6
123,tfsrrtN,0,6
124,srrtfvs,0,6
125,rrtsuvN,0,6
126,Nsrrtfv,0,6
127,srrtfsr,0,6
128,rtNsrrt,0,6
129,fvsrrts,0,6
130,uvNNsrr,0,6
131,tfvsrrt,0,6
132,fsrrtNs,0,6
133,rrtfvsr,0,6
134,rtsuvNN,0,6
135,srrtfvs,0,6
136,rrtfBsr,0,6
137,rtNsrrt,0,6
138,fvsrrts,0,6
139,uvNNsrr,0,6
140,tfvsrrt,0,6
141,fsrrtNs,0,6
142,rrtfvsr,0,6
143,rtsuvNN,0,6
144,srrtfvs,0,6
145,rrtfsrr,0,6
146,tNsrrtf,0,6
147,vsrrtsu,0,6
148,vNNsrrt,0,6
149,fvsrrtf,0,6
150,srrtNsr,0,6
151,rtfvsrr,0,6
152,tsuvNNs,0,6
153,rrtfvsr,0,6
154,rtfsrrt,0,6
155,Nsrrtfv,0,6
156,srrtsuv,0,6
157,NNsrrtf,0,6
158,vsrrtfs,0,6
159,rrtNsrr,0,6
160,tfvsrrt,0,6
161,suvNNsr,0,6
162,rtfvsrr,0,6
163,tfsrrtN,0,6
164,srrtfvs,0,6
165,rrtsuvN,0,6
166,Nsrrtfv,0,6
167,srrtfsr,0,6
168,rtNsrrt,0,6
169,fvsrrts,0,6
170,uvNNsrr,0,6
171,tfvsrrt,0,6
172,fsrrtNs,0,6
173,rrtfvsr,0,6
174,rtsuvNN,0,6
175,srrtfvs,0,6
176,rrtfsrr,0,6
177,tNsrrtf,0,6
178,vsrrtsu,0,6
179,vNNsrrt,0,6
180,fvsrrtf,0,6
181,srrtNsr,0,6
182,rtfvsrr,0,6
183,tsuvNNs,0,6
184,rrtfvsr,0,6
185,rtfsrrt,0,6
186,Nsrrtfv,0,6
187,srrtsuv,0,6
188,NNsrrtf,0,6
189,vsrrtfs,0,6
190,rrtNsrr,0,6
191,tfvsrrt,0,6
192,suvNNsr,0,6
193,rtfvsrr,0,6
