,data,label,id
0,dspooqd,0,0
1,pooqNpo,0,0
2,oqdspoo,0,0
3,qprsNNp,0,0
4,ooqdspo,0,0
5,oqdpooq,0,0
6,Npooqds,0,0
7,pooqprs,0,0
8,NNpooqd,0,0
9,spooqdp,0,0
10,ooqNpoo,0,0
11,qdspooq,0,0
12,prsNNpo,0,0
13,oqdspoo,0,0
14,qdpooqN,0,0
15,pooqdsp,0,0
16,ooqprsN,0,0
17,Npooqds,0,0
18,pooqdpo,0,0
19,oqNpooq,0,0
20,dspooqp,0,0
21,rsNNpoo,0,0
22,qdspooq,0,0
23,dpooqNp,0,0
24,ooqdspo,0,0
25,oqprsNN,0,0
26,pooqdsp,0,0
27,ooqdpoo,0,0
28,qNpooqd,0,0
29,spooqpr,0,0
30,sNNpooq,0,0
31,dspooqd,0,0
32,pooqNpo,0,0
33,oqdspoo,0,0
34,qprsNNp,0,0
35,ooqdspo,0,0
36,oqdpooq,0,0
37,Npooqds,0,0
38,pooqprs,0,0
39,NNpooqd,0,0
40,spooqdp,0,0
41,ooqNpoo,0,0
42,qdspooq,0,0
43,prsNNpo,0,0
44,oqdspoo,0,0
45,qdpooqN,0,0
46,pooqdsp,0,0
47,ooqprsN,0,0
48,Npooqds,0,0
49,pooqdpo,0,0
50,oqNpooq,0,0
51,dspooqp,0,0
52,rsNNpoo,0,0
53,qdspooq,0,0
54,dpooqNp,0,0
55,ooqdspo,0,0
56,oqprsNN,0,0
57,pooqdsp,0,0
58,ooqdpoo,0,0
59,qNpooqd,0,0
60,spooqpr,0,0
61,sNNpooq,0,0
62,dspooqd,0,0
63,pooqNpo,0,0
64,oqdspoo,0,0
65,qprsNNp,0,0
66,ooqdspo,0,0
67,oqdpooq,0,0
68,Npooqds,0,0
69,pooqprs,0,0
70,NNpooqd,0,0
71,spooqdp,0,0
72,ooqNpoo,0,0
73,qdspooq,0,0
74,prsNNpo,0,0
75,oqdspoo,0,0
76,qdpooqN,0,0
77,pooqdsp,0,0
78,ooqprsN,0,0
79,Npooqds,0,0
80,pooqdpo,0,0
81,oqNpooq,0,0
82,dspooqp,0,0
83,rsNNpoo,0,0
84,qdspooq,0,0
85,dpooqNp,0,0
86,ooqdspo,0,0
87,oqprsNN,0,0
88,pooqdsp,0,0
89,ooqdpoo,0,0
90,qNpooqd,0,0
91,spooqpr,0,0
92,sNNpooq,0,0
93,dspooqd,0,0
94,pooqNpo,0,0
95,oqdspoo,0,0
96,qprsNNp,0,0
97,ooqdspo,0,0
98,oqdpooq,0,0
99,Npooqds,0,0
100,pooqprs,0,0
101,NNpooqd,0,0
102,spooqdp,0,0
103,ooqNpoo,0,0
104,qdspooq,0,0
105,prsNNpo,0,0
106,oqdspoo,0,0
107,qdpooqN,0,0
108,pooqdsp,0,0
109,ooqprsN,0,0
110,Npooqds,0,0
111,pooqdpo,0,0
112,oqNpooq,0,0
113,dspooqp,0,0
114,rsNNpoo,0,0
115,qdspooq,0,0
116,dpooqNp,0,0
117,ooqdspo,0,0
118,oqprsNN,0,0
119,pooqdsp,0,0
120,ooqdpoo,0,0
121,qNpooqd,0,0
122,spooqpr,0,0
123,sNNpooq,0,0
124,dspooqd,0,0
125,pooqNpo,0,0
126,oqdspoo,0,0
127,qprsNNp,0,0
128,ooqdspo,0,0
129,oqdpooq,0,0
130,Npooqds,0,0
131,pooqprs,0,0
132,NNpooqd,0,0
133,spooqdp,0,0
134,ooqNpoo,0,0
135,qdspooq,0,0
136,prsNNpo,0,0
137,oqdspoo,0,0
138,qdpooqN,0,0
139,pooqdsp,0,0
140,ooqprsN,0,0
141,Npooqds,0,0
142,spooqdp,0,0
143,iNlVxfh,1,1
144,tEEDVPB,1,1
145,NDijEsN,1,1
146,ilVxhtE,1,1
147,EEiVsDB,1,1
148,EODVPBB,1,1
149,JLDDPMB,1,1
150,LsNNQQG,1,1
151,EHIHDKs,1,1
152,NsDBEss,1,1
153,VVPDPg-,1,1
154,LEDVPBE,1,1
155,DMBEDVP,1,1
156,BEOVPVC,1,1
157,OVPVCig,1,1
158,spooqpr,0,2
159,sNNpooq,0,2
160,dspooqd,0,2
161,pooqNpo,0,2
162,oqdspoo,0,2
163,qprsNNp,0,2
164,ooqdspo,0,2
165,oqdpooq,0,2
166,Npooqds,0,2
167,pooqprs,0,2
168,NNpooqd,0,2
169,spooqdp,0,2
170,ooqNpoo,0,2
171,qdspooq,0,2
172,prsNNpo,0,2
173,oqdspoo,0,2
174,qdpooqN,0,2
175,pooqdsp,0,2
176,ooqprsN,0,2
177,Npooqds,0,2
178,pooqdpo,0,2
179,oqNpooq,0,2
180,dspooqp,0,2
181,rsNNpoo,0,2
182,qdspooq,0,2
183,dpooqNp,0,2
184,ooqdspo,0,2
185,oqprsNN,0,2
186,pooqdsp,0,2
187,ooqdpoo,0,2
188,qNpooqd,0,2
189,spooqpr,0,2
190,sNNpooq,0,2
191,dspooqd,0,2
192,pooqNpo,0,2
193,oqdspoo,0,2
194,qprsNNp,0,2
195,ooqdspo,0,2
196,oqdpooq,0,2
197,Npooqds,0,2
198,pooqprs,0,2
199,NNpooqd,0,2
200,spooqdp,0,2
201,ooqNpoo,0,2
202,qdspooq,0,2
203,prsNNpo,0,2
204,oqdspoo,0,2
205,qdpooqN,0,2
206,pooqdsp,0,2
207,ooqprsN,0,2
208,Npooqds,0,2
209,pooqdpo,0,2
210,oqNpooq,0,2
211,dspooqp,0,2
212,rsNNpoo,0,2
213,qdspooq,0,2
214,dpooqNp,0,2
215,ooqdspo,0,2
216,oqprsNN,0,2
217,pooqdsp,0,2
218,ooqdpoo,0,2
219,qNpooqd,0,2
220,spooqpr,0,2
221,sNNpooq,0,2
222,dspooqd,0,2
223,pooqNpo,0,2
224,oqdspoo,0,2
225,qprsNNp,0,2
226,ooqdspo,0,2
227,oqdpooq,0,2
228,Npooqds,0,2
229,pooqprs,0,2
230,NNpooqd,0,2
231,spooqdp,0,2
232,ooqNpoo,0,2
233,qdspooq,0,2
234,prsNNpo,0,2
235,oqdspoo,0,2
236,qdpooqN,0,2
237,pooqdsp,0,2
238,ooqprsN,0,2
239,Npooqds,0,2
240,pooqdpo,0,2
241,oqNpooq,0,2
242,dspooqp,0,2
243,rsNNpoo,0,2
244,qdspooq,0,2
245,dpooqNp,0,2
246,ooqdspo,0,2
247,oqprsNN,0,2
248,pooqdsp,0,2
249,ooqdpoo,0,2
250,qNpooqd,0,2
251,spooqpr,0,2
252,sNNpooq,0,2
253,dspooqd,0,2
254,pooqNpo,0,2
255,oqdspoo,0,2
256,qprsNNp,0,2
257,ooqdspo,0,2
258,oqdpooq,0,2
259,Npooqds,0,2
260,pooqprs,0,2
261,NNpooqd,0,2
262,spooqdp,0,2
263,ooqNpoo,0,2
264,qdspooq,0,2
265,prsNNpo,0,2
266,oqdspoo,0,2
267,qdpooqN,0,2
268,pooqdsp,0,2
269,ooqprsN,0,2
270,Npooqds,0,2
271,pooqdpo,0,2
272,oqNpooq,0,2
273,dspooqp,0,2
274,rsNNpoo,0,2
275,qdspooq,0,2
276,dpooqNp,0,2
277,ooqdspo,0,2
278,oqprsNN,0,2
279,pooqdsp,0,2
280,ooqdpoo,0,2
281,qNpooqd,0,2
282,spooqpr,0,2
283,sNNpooq,0,2
284,dspooqd,0,2
285,pooqNpo,0,2
286,oqdspoo,0,2
287,qprsNNp,0,2
288,ooqdspo,0,2
289,oqdpooq,0,2
290,Npooqds,0,2
291,pooqprs,0,2
292,NNpooqd,0,2
293,spooqdp,0,2
294,ooqNpoo,0,2
295,qdspooq,0,2
296,prsNNpo,0,2
297,oqdspoo,0,2
298,qdpooqN,0,2
299,pooqdsp,0,2
300,pooqprs,0,2
301,pooqpoo,0,3
302,qpooqED,0,3
303,EESSprs,0,3
304,NNpooqd,0,3
305,spooqdN,0,3
306,DijEsNi,0,3
307,lVxhtEE,0,3
308,DVPBNDi,0,3
309,jEsNilV,0,3
310,xhtEEEp,0,3
311,ooqNpoo,0,3
312,qdspooq,0,3
313,TpooqZE,0,3
314,VPprsNN,0,3
315,pooqdsp,0,3
316,ooqdNDi,0,3
317,jEsNilV,0,3
318,xhtEEDV,0,3
319,PBNDijE,0,3
320,sNilVxh,0,3
321,tEEEpoo,0,3
322,qNpooqd,0,3
323,spooqpr,0,3
324,sNNpooq,0,3
325,dspooqd,0,3
326,NDijEsN,0,3
327,ilVxhtE,0,3
328,EDVPBND,0,3
329,ijEsNil,0,3
330,VxhtEEE,0,3
331,pooqNpo,0,3
332,oqdspoo,0,3
333,qMVPBCC,0,3
334,BCCBCCB,0,3
335,CCBCCBC,0,3
336,CBCBCEF,0,3
337,FssNxII,0,3
338,EIIEsDE,0,3
339,sDEEEEE,0,3
340,CsNxCND,1,4
341,ijEsNil,1,4
342,VxhtEEL,1,4
343,OUOprsN,1,4
344,Npooqds,1,4
345,pooqdND,1,4
346,ijEsNil,1,4
347,VxhtEED,1,4
348,VPBNDij,1,4
349,EsNilVx,1,4
350,htEEEpo,1,4
351,oqNpooq,1,4
352,dspooqp,1,4
353,ooqAFss,1,4
354,qAFssNx,1,4
355,spooqdp,0,5
356,ooqNpoo,0,5
357,qdspooq,0,5
358,prsNNpo,0,5
359,oqdspoo,0,5
360,qdpooqN,0,5
361,pooqdsp,0,5
362,ooqprsN,0,5
363,Npooqds,0,5
364,pooqdpo,0,5
365,oqNpooq,0,5
366,dspooqp,0,5
367,rsNNpoo,0,5
368,qdspooq,0,5
369,dpooqNp,0,5
370,ooqdspo,0,5
371,oqprsNN,0,5
372,pooqdsp,0,5
373,ooqdpoo,0,5
374,qNpooqd,0,5
375,spooqpr,0,5
376,sNNpooq,0,5
377,dspooqd,0,5
378,pooqNpo,0,5
379,oqdspoo,0,5
380,qprsNNp,0,5
381,ooqdspo,0,5
382,oqdpooq,0,5
383,Npooqds,0,5
384,pooqprs,0,5
385,NNpooqd,0,5
386,spooqdp,0,5
387,ooqNpoo,0,5
388,qdspooq,0,5
389,prsNNpo,0,5
390,oqdspoo,0,5
391,qdpooqN,0,5
392,pooqdsp,0,5
393,ooqprsN,0,5
394,Npooqds,0,5
395,pooqdpo,0,5
396,oqNpooq,0,5
397,dspooqp,0,5
398,rsNNpoo,0,5
399,qdspooq,0,5
400,dpooqNp,0,5
401,ooqdspo,0,5
402,oqprsNN,0,5
403,pooqdsp,0,5
404,ooqdpoo,0,5
405,qNpooqd,0,5
406,spooqpr,0,5
407,sNNpooq,0,5
408,dspooqd,0,5
409,pooqNpo,0,5
410,oqdspoo,0,5
411,qprsNNp,0,5
412,ooqdspo,0,5
413,oqdpooq,0,5
414,Npooqds,0,5
415,pooqprs,0,5
416,NNpooqd,0,5
417,spooqdp,0,5
418,ooqNpoo,0,5
419,qdspooq,0,5
420,prsNNpo,0,5
421,oqdspoo,0,5
422,qdpooqN,0,5
423,pooqdsp,0,5
424,ooqprsN,0,5
425,Npooqds,0,5
426,pooqdpo,0,5
427,oqNpooq,0,5
428,dspooqp,0,5
429,rsNNpoo,0,5
430,qdspooq,0,5
431,dpooqNp,0,5
432,ooqdspo,0,5
433,oqprsNN,0,5
434,pooqdsp,0,5
435,ooqdpoo,0,5
436,qNpooqd,0,5
437,spooqpr,0,5
438,sNNpooq,0,5
439,dspooqd,0,5
440,pooqNpo,0,5
441,oqdspoo,0,5
442,qprsNNp,0,5
443,ooqdspo,0,5
444,oqdpooq,0,5
445,Npooqds,0,5
446,pooqprs,0,5
447,NNpooqd,0,5
448,spooqdp,0,5
449,ooqNpoo,0,5
450,qdspooq,0,5
451,prsNNpo,0,5
452,oqdspoo,0,5
453,qdpooqN,0,5
454,pooqdsp,0,5
455,ooqprsN,0,5
456,Npooqds,0,5
457,pooqdpo,0,5
458,oqNpooq,0,5
459,dspooqp,0,5
460,rsNNpoo,0,5
461,qdspooq,0,5
462,dpooqNp,0,5
463,ooqdspo,0,5
464,oqprsNN,0,5
465,pooqdsp,0,5
466,ooqdpoo,0,5
467,qNpooqd,0,5
468,spooqpr,0,5
469,sNNpooq,0,5
470,dspooqd,0,5
471,pooqNpo,0,5
472,oqdspoo,0,5
473,qprsNNp,0,5
474,ooqdspo,0,5
475,oqdpooq,0,5
476,Npooqds,0,5
477,pooqprs,0,5
478,NNpooqd,0,5
479,spooqdp,0,5
480,ooqNpoo,0,5
481,qdspooq,0,5
482,prsNNpo,0,5
483,oqdspoo,0,5
484,qdpooqN,0,5
485,pooqdsp,0,5
486,ooqprsN,0,5
487,Npooqds,0,5
488,pooqdpo,0,5
489,oqNpooq,0,5
490,dspooqp,0,5
491,rsNNpoo,0,5
492,qdspooq,0,5
493,dpooqNp,0,5
494,ooqdspo,0,5
495,oqprsNN,0,5
496,pooqdsp,0,5
497,pooqdpo,0,5
498,pooqNpo,0,6
499,oqdspoo,0,6
500,qprsNNp,0,6
501,ooqdspo,0,6
502,oqdpooq,0,6
503,Npooqds,0,6
504,pooqprs,0,6
505,NNpooqd,0,6
506,spooqdp,0,6
507,ooqNpoo,0,6
508,qdspooq,0,6
509,prsNNpo,0,6
510,oqdspoo,0,6
511,qdpooqN,0,6
512,pooqdsp,0,6
513,ooqprsN,0,6
514,Npooqds,0,6
515,pooqdpo,0,6
516,oqNpooq,0,6
517,dspooqp,0,6
518,rsNNpoo,0,6
519,qdspooq,0,6
520,dpooqNp,0,6
521,ooqdspo,0,6
522,oqprsNN,0,6
523,pooqdsp,0,6
524,ooqdpoo,0,6
525,qNpooqd,0,6
526,spooqpr,0,6
527,sNNpooq,0,6
528,dspooqd,0,6
529,pooqNpo,0,6
530,oqdspoo,0,6
531,qprsNNp,0,6
532,ooqdspo,0,6
533,oqdpooq,0,6
534,Npooqds,0,6
535,pooqprs,0,6
536,NNpooqd,0,6
537,spooqdp,0,6
538,ooqNpoo,0,6
539,qdspooq,0,6
540,prsNNpo,0,6
541,oqdspoo,0,6
542,qdpooqN,0,6
543,pooqdsp,0,6
544,ooqprsN,0,6
545,Npooqds,0,6
546,pooqdpo,0,6
547,oqNpooq,0,6
548,dspooqp,0,6
549,rsNNpoo,0,6
550,qdspooq,0,6
551,dpooqNp,0,6
552,ooqdspo,0,6
553,oqprsNN,0,6
554,pooqdsp,0,6
555,ooqdpoo,0,6
556,qNpooqd,0,6
557,spooqpr,0,6
558,sNNpooq,0,6
559,dspooqd,0,6
560,pooqNpo,0,6
561,oqdspoo,0,6
562,qCprsNN,0,6
563,pooqdsp,0,6
564,ooqdpoo,0,6
565,qNpooqd,0,6
566,spooqpr,0,6
567,sNNpooq,0,6
568,dspooqd,0,6
569,pooqNpo,0,6
570,oqdspoo,0,6
571,qprsNNp,0,6
572,ooqdspo,0,6
573,oqdpooq,0,6
574,Npooqds,0,6
575,pooqprs,0,6
576,NNpooqd,0,6
577,spooqdp,0,6
578,ooqNpoo,0,6
579,qdspooq,0,6
580,prsNNpo,0,6
581,oqdspoo,0,6
582,qdpooqN,0,6
583,pooqdsp,0,6
584,ooqprsN,0,6
585,Npooqds,0,6
586,pooqdpo,0,6
587,oqNpooq,0,6
588,dspooqp,0,6
589,rsNNpoo,0,6
590,qdspooq,0,6
591,dpooqNp,0,6
592,ooqdspo,0,6
593,oqprsNN,0,6
594,pooqdsp,0,6
595,ooqdpoo,0,6
596,qNpooqd,0,6
597,spooqpr,0,6
598,sNNpooq,0,6
599,dspooqd,0,6
600,pooqNpo,0,6
601,oqdspoo,0,6
602,qprsNNp,0,6
603,ooqdspo,0,6
604,oqdpooq,0,6
605,Npooqds,0,6
606,pooqprs,0,6
607,NNpooqd,0,6
608,spooqdp,0,6
609,ooqNpoo,0,6
610,qdspooq,0,6
611,prsNNpo,0,6
612,oqdspoo,0,6
613,qdpooqN,0,6
614,pooqdsp,0,6
615,ooqprsN,0,6
616,Npooqds,0,6
617,pooqdpo,0,6
618,oqNpooq,0,6
619,dspooqp,0,6
620,rsNNpoo,0,6
621,qdspooq,0,6
622,dpooqNp,0,6
623,ooqdspo,0,6
624,oqprsNN,0,6
625,pooqdsp,0,6
626,ooqdpoo,0,6
627,qNpooqd,0,6
628,spooqpr,0,6
629,sNNpooq,0,6
630,dspooqd,0,6
631,pooqNpo,0,6
632,oqdspoo,0,6
633,qprsNNp,0,6
634,ooqdspo,0,6
635,oqdpooq,0,6
636,Npooqds,0,6
637,pooqprs,0,6
638,NNpooqd,0,6
639,spooqdp,0,6
640,pooqNpo,0,6
641,oqdpooq,0,7
642,Npooqds,0,7
643,pooqprs,0,7
644,NNpooqd,0,7
645,spooqdp,0,7
646,ooqNpoo,0,7
647,qdspooq,0,7
648,prsNNpo,0,7
649,oqdspoo,0,7
650,qdpooqN,0,7
651,pooqdsp,0,7
652,ooqprsN,0,7
653,Npooqds,0,7
654,pooqdpo,0,7
655,oqNpooq,0,7
656,dspooqp,0,7
657,rsNNpoo,0,7
658,qdspooq,0,7
659,dpooqNp,0,7
660,ooqdspo,0,7
661,oqprsNN,0,7
662,pooqdsp,0,7
663,ooqdpoo,0,7
664,qNpooqd,0,7
665,spooqpr,0,7
666,sNNpooq,0,7
667,dspooqd,0,7
668,pooqNpo,0,7
669,oqdspoo,0,7
670,qprsNNp,0,7
671,ooqdspo,0,7
672,oqdpooq,0,7
673,Npooqds,0,7
674,pooqprs,0,7
675,NNpooqd,0,7
676,spooqdp,0,7
677,ooqNpoo,0,7
678,qdspooq,0,7
679,CprsNNp,0,7
680,ooqdspo,0,7
681,oqdpooq,0,7
682,Npooqds,0,7
683,pooqprs,0,7
684,NNpooqd,0,7
685,spooqdp,0,7
686,ooqNpoo,0,7
687,qdspooq,0,7
688,prsNNpo,0,7
689,oqdspoo,0,7
690,qdpooqN,0,7
691,pooqdsp,0,7
692,ooqprsN,0,7
693,Npooqds,0,7
694,pooqdpo,0,7
695,oqNpooq,0,7
696,dspooqp,0,7
697,rsNNpoo,0,7
698,qdspooq,0,7
699,dpooqNp,0,7
700,ooqdspo,0,7
701,oqprsNN,0,7
702,pooqdsp,0,7
703,ooqdpoo,0,7
704,qNpooqd,0,7
705,spooqpr,0,7
706,sNNpooq,0,7
707,dspooqd,0,7
708,pooqNpo,0,7
709,oqdspoo,0,7
710,qprsNNp,0,7
711,ooqdspo,0,7
712,oqdpooq,0,7
713,Npooqds,0,7
714,pooqprs,0,7
715,NNpooqd,0,7
716,spooqdp,0,7
717,ooqNpoo,0,7
718,qdspooq,0,7
719,prsNNpo,0,7
720,oqdspoo,0,7
721,qdpooqN,0,7
722,pooqdsp,0,7
723,ooqprsN,0,7
724,Npooqds,0,7
725,pooqdpo,0,7
726,oqNpooq,0,7
727,dspooqp,0,7
728,rsNNpoo,0,7
729,qdspooq,0,7
730,dpooqNp,0,7
731,ooqdspo,0,7
732,oqprsNN,0,7
733,pooqdsp,0,7
734,ooqdpoo,0,7
735,qNpooqd,0,7
736,spooqpr,0,7
737,sNNpooq,0,7
738,dspooqd,0,7
739,pooqNpo,0,7
740,oqdspoo,0,7
741,qprsNNp,0,7
742,ooqdspo,0,7
743,oqdpooq,0,7
744,Npooqds,0,7
745,pooqprs,0,7
746,NNpooqd,0,7
747,spooqdp,0,7
748,ooqNpoo,0,7
749,qdspooq,0,7
750,prsNNpo,0,7
751,oqdspoo,0,7
752,qdpooqN,0,7
753,pooqdsp,0,7
754,ooqprsN,0,7
755,Npooqds,0,7
756,pooqdpo,0,7
757,oqNpooq,0,7
758,dspooqp,0,7
759,rsNNpoo,0,7
760,qdspooq,0,7
761,dpooqNp,0,7
762,ooqdspo,0,7
763,oqprsNN,0,7
764,pooqdsp,0,7
765,ooqdpoo,0,7
766,qNpooqd,0,7
767,spooqpr,0,7
768,sNNpooq,0,7
769,dspooqd,0,7
770,pooqNpo,0,7
771,oqdspoo,0,7
772,qprsNNp,0,7
773,ooqdspo,0,7
774,oqdpooq,0,7
775,Npooqds,0,7
776,pooqprs,0,7
777,NNpooqd,0,7
778,spooqdp,0,7
779,ooqNpoo,0,7
780,qdspooq,0,7
781,prsNNpo,0,7
782,oqdspoo,0,7
783,oqdpooq,0,7
784,qprsNNp,0,8
785,ooqdspo,0,8
786,oqdpooq,0,8
787,Npooqds,0,8
788,pooqprs,0,8
789,NNpooqd,0,8
790,spooqdp,0,8
791,ooqNpoo,0,8
792,qdspooq,0,8
793,prsNNpo,0,8
794,oqdspoo,0,8
795,qdpooqN,0,8
796,pooqdsp,0,8
797,ooqprsN,0,8
798,Npooqds,0,8
799,pooqdpo,0,8
800,oqNpooq,0,8
801,dspooqp,0,8
802,rsNNpoo,0,8
803,qdspooq,0,8
804,dpooqNp,0,8
805,ooqdspo,0,8
806,oqprsNN,0,8
807,pooqdsp,0,8
808,ooqdpoo,0,8
809,qNpooqd,0,8
810,spooqpr,0,8
811,sNNpooq,0,8
812,dspooqd,0,8
813,pooqNpo,0,8
814,oqdspoo,0,8
815,qprsNNp,0,8
816,ooqdspo,0,8
817,oqdpooq,0,8
818,Npooqds,0,8
819,pooqprs,0,8
820,NNpooqd,0,8
821,spooqdp,0,8
822,ooqNpoo,0,8
823,qdspooq,0,8
824,prsNNpo,0,8
825,oqdspoo,0,8
826,qdpooqN,0,8
827,pooqdsp,0,8
828,ooqprsN,0,8
829,Npooqds,0,8
830,pooqdpo,0,8
831,oqNpooq,0,8
832,dspooqp,0,8
833,rsNNpoo,0,8
834,qdspooq,0,8
835,dpooqNp,0,8
836,ooqdspo,0,8
837,oqprsNN,0,8
838,pooqdsp,0,8
839,ooqdBpo,0,8
840,oqNpooq,0,8
841,dspooqp,0,8
842,rsNNpoo,0,8
843,qdspooq,0,8
844,dpooqNp,0,8
845,ooqdspo,0,8
846,oqprsNN,0,8
847,pooqdsp,0,8
848,ooqdpoo,0,8
849,qNpooqd,0,8
850,spooqpr,0,8
851,sNNpooq,0,8
852,dspooqd,0,8
853,pooqNpo,0,8
854,oqdspoo,0,8
855,qprsNNp,0,8
856,ooqdspo,0,8
857,oqdpooq,0,8
858,Npooqds,0,8
859,pooqprs,0,8
860,NNpooqd,0,8
