,data,label,id
0,ooqdpoo,0,0
1,qNpooqd,0,0
2,spooqpr,0,0
3,sNNpooq,0,0
4,dspooqd,0,0
5,pooqNpo,0,0
6,oqdspoo,0,0
7,qprsNNp,0,0
8,ooqdspo,0,0
9,oqdpooq,0,0
10,Npooqds,0,0
11,pooqprs,0,0
12,NNpooqd,0,0
13,spooqdp,0,0
14,ooqNpoo,0,0
15,qdspooq,0,0
16,prsNNpo,0,0
17,oqdspoo,0,0
18,qdpooqN,0,0
19,pooqdsp,0,0
20,ooqprsN,0,0
21,Npooqds,0,0
22,pooqdBp,0,0
23,ooqNpoo,0,0
24,qdspooq,0,0
25,prsNNpo,0,0
26,oqdspoo,0,0
27,qdpooqN,0,0
28,pooqdsp,0,0
29,ooqCprs,0,0
30,NNpooqd,0,0
31,spooqdp,0,0
32,ooqNpoo,0,0
33,qdspooq,0,0
34,prsNNpo,0,0
35,oqdspoo,0,0
36,qdpooqN,0,0
37,pooqdsp,0,0
38,ooqprsN,0,0
39,Npooqds,0,0
40,pooqdpo,0,0
41,oqNpooq,0,0
42,dspooqp,0,0
43,rsNNpoo,0,0
44,qdspooq,0,0
45,dpooqNp,0,0
46,ooqdspo,0,0
47,oqprsNN,0,0
48,pooqdsp,0,0
49,ooqdpoo,0,0
50,qNpooqd,0,0
51,spooqpr,0,0
52,sNNpooq,0,0
53,dspooqd,0,0
54,pooqNpo,0,0
55,oqdspoo,0,0
56,qprsNNp,0,0
57,ooqdspo,0,0
58,oqdpooq,0,0
59,Npooqds,0,0
60,pooqprs,0,0
61,NNpooqd,0,0
62,spooqdp,0,0
63,ooqNpoo,0,0
64,qdspooq,0,0
65,prsNNpo,0,0
66,oqdspoo,0,0
67,qdpooqN,0,0
68,pooqdsp,0,0
69,ooqprsN,0,0
70,Npooqds,0,0
71,pooqdpo,0,0
72,oqNpooq,0,0
73,dspooqp,0,0
74,rsNNpoo,0,0
75,qdspooq,0,0
76,dpooqNp,0,0
77,ooqdspo,0,0
78,oqprsNN,0,0
79,pooqdsp,0,0
80,ooqdpoo,0,0
81,qNpooqd,0,0
82,spooqpr,0,0
83,sNNpooq,0,0
84,dspooqd,0,0
85,pooqNpo,0,0
86,oqdspoo,0,0
87,qprsNNp,0,0
88,ooqdspo,0,0
89,oqdpooq,0,0
90,Npooqds,0,0
91,pooqprs,0,0
92,NNpooqd,0,0
93,spooqdp,0,0
94,ooqNpoo,0,0
95,qdspooq,0,0
96,prsNNpo,0,0
97,oqdspoo,0,0
98,qdpooqN,0,0
99,pooqdsp,0,0
100,ooqprsN,0,0
101,Npooqds,0,0
102,pooqdpo,0,0
103,oqNpooq,0,0
104,dspooqp,0,0
105,rsNNpoo,0,0
106,qdspooq,0,0
107,dpooqNp,0,0
108,ooqdspo,0,0
109,oqprsNN,0,0
110,pooqdsp,0,0
111,ooqdpoo,0,0
112,qNpooqd,0,0
113,spooqpr,0,0
114,sNNpooq,0,0
115,dspooqd,0,0
116,pooqNpo,0,0
117,oqdspoo,0,0
118,qprsNNp,0,0
119,ooqdspo,0,0
120,oqdpooq,0,0
121,Npooqds,0,0
122,pooqprs,0,0
123,NNpooqd,0,0
124,spooqdp,0,0
125,ooqNpoo,0,0
126,qdspooq,0,0
127,prsNNpo,0,0
128,oqdspoo,0,0
129,qdpooqN,0,0
130,pooqdsp,0,0
131,ooqprsN,0,0
132,Npooqds,0,0
133,pooqdpo,0,0
134,oqNpooq,0,0
135,dspooqp,0,0
136,rsNNpoo,0,0
137,qdspooq,0,0
138,dpooqNp,0,0
139,ooqdspo,0,0
140,oqprsNN,0,0
141,pooqdsp,0,0
142,pooqdpo,0,0
143,oqNpooq,0,1
144,dspooqp,0,1
145,rsNNpoo,0,1
146,qdspooq,0,1
147,dpooqNp,0,1
148,ooqdspo,0,1
149,oqprsNN,0,1
150,pooqdsp,0,1
151,ooqdpoo,0,1
152,qNpooqd,0,1
153,spooqpr,0,1
154,sNNpooq,0,1
155,dspooqd,0,1
156,pooqNpo,0,1
157,oqdspoo,0,1
158,qprsNNp,0,1
159,ooqdspo,0,1
160,oqdpooq,0,1
161,Npooqds,0,1
162,pooqprs,0,1
163,NNpooqd,0,1
164,spooqdp,0,1
165,ooqNpoo,0,1
166,qdspooq,0,1
167,prsNNpo,0,1
168,oqdspoo,0,1
169,qdpooqN,0,1
170,pooqdsp,0,1
171,ooqCprs,0,1
172,NNpooqd,0,1
173,spooqdp,0,1
174,ooqNpoo,0,1
175,qdspooq,0,1
176,prsNNpo,0,1
177,oqdspoo,0,1
178,qdpooqN,0,1
179,pooqdsp,0,1
180,ooqprsN,0,1
181,Npooqds,0,1
182,pooqdpo,0,1
183,oqNpooq,0,1
184,dspooqp,0,1
185,rsNNpoo,0,1
186,qdspooq,0,1
187,dpooqNp,0,1
188,ooqdspo,0,1
189,oqprsNN,0,1
190,pooqdsp,0,1
191,ooqdpoo,0,1
192,qNpooqd,0,1
193,spooqpr,0,1
194,sNNpooq,0,1
195,dspooqd,0,1
196,pooqNpo,0,1
197,oqdspoo,0,1
198,qprsNNp,0,1
199,ooqdspo,0,1
200,oqdpooq,0,1
201,Npooqds,0,1
202,pooqprs,0,1
203,NNpooqd,0,1
204,spooqdp,0,1
205,ooqNpoo,0,1
206,qdspooq,0,1
207,prsNNpo,0,1
208,oqdspoo,0,1
209,qdpooqN,0,1
210,pooqdsp,0,1
211,ooqprsN,0,1
212,Npooqds,0,1
213,pooqdpo,0,1
214,oqNpooq,0,1
215,dspooqp,0,1
216,rsNNpoo,0,1
217,qdspooq,0,1
218,dpooqNp,0,1
219,ooqdspo,0,1
220,oqprsNN,0,1
221,pooqdsp,0,1
222,ooqdpoo,0,1
223,qNpooqd,0,1
224,spooqpr,0,1
225,sNNpooq,0,1
226,dspooqd,0,1
227,pooqNpo,0,1
228,oqdspoo,0,1
229,qprsNNp,0,1
230,ooqdspo,0,1
231,oqdpooq,0,1
232,Npooqds,0,1
233,pooqprs,0,1
234,NNpooqd,0,1
235,spooqdp,0,1
236,ooqNpoo,0,1
237,qdspooq,0,1
238,prsNNpo,0,1
239,oqdspoo,0,1
240,qdpooqN,0,1
241,pooqdsp,0,1
242,ooqprsN,0,1
243,Npooqds,0,1
244,pooqdpo,0,1
245,oqNpooq,0,1
246,dspooqp,0,1
247,rsNNpoo,0,1
248,qdspooq,0,1
249,dpooqNp,0,1
250,ooqdspo,0,1
251,oqprsNN,0,1
252,pooqdsp,0,1
253,ooqdpoo,0,1
254,qNpooqd,0,1
255,spooqpr,0,1
256,sNNpooq,0,1
257,dspooqd,0,1
258,pooqNpo,0,1
259,oqdspoo,0,1
260,qprsNNp,0,1
261,ooqdspo,0,1
262,oqdpooq,0,1
263,Npooqds,0,1
264,pooqprs,0,1
265,NNpooqd,0,1
266,spooqdp,0,1
267,ooqNpoo,0,1
268,qdspooq,0,1
269,prsNNpo,0,1
270,oqdspoo,0,1
271,qdpooqN,0,1
272,pooqdsp,0,1
273,ooqprsN,0,1
274,Npooqds,0,1
275,pooqdpo,0,1
276,oqNpooq,0,1
277,dspooqp,0,1
278,rsNNpoo,0,1
279,qdspooq,0,1
280,dpooqNp,0,1
281,ooqdspo,0,1
282,oqprsNN,0,1
283,pooqdsp,0,1
284,ooqdpoo,0,1
285,oqNpooq,0,1
286,dspooqd,0,2
287,pooqNpo,0,2
288,oqdspoo,0,2
289,qprsNNp,0,2
290,ooqdspo,0,2
291,oqdpooq,0,2
292,Npooqds,0,2
293,pooqprs,0,2
294,NNpooqd,0,2
295,spooqdp,0,2
296,ooqNpoo,0,2
297,qdspooq,0,2
298,prsNNpo,0,2
299,oqdspoo,0,2
300,qdpooqN,0,2
301,pooqdsp,0,2
302,ooqprsN,0,2
303,Npooqds,0,2
304,pooqdpo,0,2
305,oqNpooq,0,2
306,dspooqp,0,2
307,rsNNpoo,0,2
308,qdspooq,0,2
309,dpooqNp,0,2
310,ooqdspo,0,2
311,oqprsNN,0,2
312,pooqdsp,0,2
313,ooqdpoo,0,2
314,qNpooqd,0,2
315,spooqpr,0,2
316,sNNpooq,0,2
317,dspooqd,0,2
318,pooqNpo,0,2
319,oqdspoo,0,2
320,qprsNNp,0,2
321,ooqdspo,0,2
322,oqdpooq,0,2
323,Npooqds,0,2
324,pooqprs,0,2
325,NNpooqd,0,2
326,spooqdp,0,2
327,ooqNpoo,0,2
328,qdspooq,0,2
329,prsNNpo,0,2
330,oqdspoo,0,2
331,qdpooqN,0,2
332,pooqdsp,0,2
333,ooqprsN,0,2
334,Npooqds,0,2
335,pooqdBp,0,2
336,ooqNpoo,0,2
337,qdspooq,0,2
338,prsNNpo,0,2
339,oqdspoo,0,2
340,qdpooqN,0,2
341,pooqdsp,0,2
342,ooqprsN,0,2
343,Npooqds,0,2
344,pooqdpo,0,2
345,oqNpooq,0,2
346,dspooqp,0,2
347,rsNNpoo,0,2
348,qdspooq,0,2
349,dpooqNp,0,2
350,ooqdspo,0,2
351,oqprsNN,0,2
